名稱,城市,類型,分齡,lat,lon,介紹,圖片網址,Unnamed: 8,時間戳記,城市(台北市、新北市...).1,詳細地址 ,類型(博物館、公園...).1,景點介紹.1,城市.1,類型.1,介紹.1
劉玉章雕像,金門縣,3,全齡,24.4593,118.40979,1954年，劉玉章將軍接任金門防衛部司令官，任內指揮「九三砲戰」，並領導官兵挖築戰壕、開鑿地道、修築太武山登山道路，奠定了金門地下化防禦體系的基礎，對後來的「八二三砲戰」發揮了關鍵作用。為表彰劉將軍的...,,,,,,,,,,
葉華成故居（葉華成酒史館）,金門縣,3,全齡,24.39932,118.30582,葉華成故居是二落六路大厝，不但是代表性的閩南式建築，整修完成後酒史館還展出了金酒發展史、金酒與文化、金酒與生活以及釀酒、蒸煮、培麴、灌裝等主題，理應是個文化內涵豐富的場館，有助於外來遊客及本地民眾瞭解...,,,,,,,,,,
玉章路牌坊,金門縣,3,全齡,24.45821,118.40519,玉章路即是太武山的登山道路，全長約3.5公里，先總統蔣公取名「玉章路」，就是為了紀念1954年到1957年，當時的金防部司令官劉玉章將軍。在太武山入口處有一牌坊，上頭刻著「玉章路」三個字，屋頂則覆蓋綠...,,,,,,,,,,
斗門古道,金門縣,2,全齡,24.46352,118.41015,斗門古道為攀登太武山的一條新興山徑，此道昔日因軍管而保有原始自然的風貌，沿途景觀開闊，生態豐富。古道入口於斗門附近的太武山山腳下，終點為鄭成功觀兵奕棋處，全長雖僅約1公里，卻因一路陡上，走來並不輕鬆，...,,,,,,,,,,
欽旌節牌坊,金門縣,1,全齡,24.45986,118.38222,位於瓊林與中蘭間的環島北路旁的「欽旌節孝坊」，雖然牌坊的規模和名氣不如邱良功母節孝坊和一門三節坊，但因就在大馬路旁，經常是旅人遊客留影的地方。欽旌節孝坊又稱為「顏氏節孝坊」，是為了旌表瓊林人蔡仲德的妻...,,,,,,,,,,
無愧亭,金門縣,3,全齡,24.4511,118.38975,「無愧亭」位於太武山和魯王墓之間道路旁，為碧瓦紅柱的六角形涼亭，取名無愧亭是要告訴軍人同志，效法文天祥的精神，做一個無愧於天地父母、頂天立地的人，亭內豎立大理石碑，正面鐫刻著宗孝忱先生所書：國父遺教「...,,,,,,,,,,
倒影塔,金門縣,3,全齡,24.46271,118.41412,倒影塔坐落於「延平郡王弈棋處」後方石寶頂，塔七級，八角型，高 5.76 公尺，塔制是葫蘆型，是明初周德興在金門建三塔（茅山塔、文台古塔、倒影塔）之一。1920 年地震，塔傾倒。1937 年日本佔據金門...,,,,,,,,,,
五虎山,金門縣,11,全齡,24.49963,118.43461,五虎山位於山后聚落附近，高度有127公尺，是金門的第二高山，山頂設有觀景平台，適合登山健行，不只能俯瞰山后村聚落，還能遠眺對岸。五虎山過去是訓練士兵射擊的軍事管制地，視野非常遼闊，也因為長期管制、人煙...,,,,,,,,,,
料羅海濱公園,金門縣,2,全齡,24.41749,118.4335,料羅灣位居金門東南海岸，在昔日歷次的戰役中，因負有運補物資的重任，而成為中國人民解放軍砲擊的主要目標，國民黨軍在槍林彈雨中冒險搶灘的鏡頭，早已成為料羅灣令人動容、記憶深刻的歷史畫面。現今的料羅，因綿延...,,,,,,,,,,
金門媽祖公園,金門縣,3,全齡,24.41265,118.4344,金門媽祖公園由金門縣政府斥資新台幣二千多萬元興建而成，位在料羅濱海公園的高地，占地四千平方公尺。...,,,,,,,,,,
后湖海濱公園,金門縣,2,全齡,24.41693,118.34433,后湖海濱公園位於料羅灣西岸，連接成功、尚義、泗湖、歐厝等沙灘，綿延數公里的細緻白沙灘，是金門最美麗、最具人氣的白色海灣。絕美的沙灘、平穩的海流，后湖海灘非常適合戲水、堆沙堡，也吸引許多遊客全家出動前來...,,,,,,,,,,
東林海濱公園,金門縣,7,全齡,24.42508,118.25177,東林海濱公園前方的金色沙灘，原本和所有金門海域沙灘一樣，佈滿地雷與軌條砦，如今兩岸緊張關係趨緩，當年這些軍事防衛設施已經拆除，東林聚落東南海濱的這片優質的金色沙灘，是遊客看海踏浪的好去處，乾淨無污染，...,,,,,,,,,,
環保公園低碳教育館,金門縣,7,全齡,24.43734,118.3694,「環保公園低碳教育館」是金門第一座結合環境教育和低碳議題，並且以互動體驗方式呈現的展覽館。展覽館位於尚義機場大客車停車場旁，歡迎大小朋友手牽手一起來低碳教育館，用不同的角度一同低碳遊金門。館內設施：環...,,,,,,,,,,
中正公園,金門縣,7,全齡,24.43661,118.42671,為紀念蔣中正總統逝世周年，金門軍民於1976年共同興建了中正公園，以表達對其「德被金門」的追思。這座公園不僅承載著歷史情懷，也成為當地人休閒散步的重要綠地。中正公園入口位於太湖南側，園區包含太湖與榕園...,,,,,,,,,,
金門石雕公園,金門縣,12,全齡,24.42731,118.31562,位於浯江溪口的南岸，園區散置許多名家大型雕塑藝品，作品都是利用浯島特有的花崗岩所創作，以斯土、鋒、歷史軌跡三大主題呈現金門豐富的人文風情；園內並建有小橋，流水與紀念胡璉將軍的伯玉亭，其四周的”進士牆”...,,,,,,,,,,
北堤長頸鹿公園,金門縣,12,全齡,24.429,118.31774,位於金城市區旁的北堤長頸鹿公園，是一處深受親子族群喜愛的在地小公園。園內最吸睛的亮點，莫過於那座高大可愛的長頸鹿造型遊樂設施，色彩繽紛、造型獨特，讓孩子們一見就愛上。公園規劃完善，不僅設有多樣化的攀爬...,,,,,,,,,,
南石滬公園,金門縣,2,全齡,24.41149,118.43846,南石滬公園有著「迷你張家界」之稱，位在金門東南角料羅村外海岸，過去是開挖地下花崗岩石的礦場，金門產的花崗岩石紋路多元且優美、硬度更勝於大理石，許多著名建物，如：中正紀念堂、桃園國際機場等建築的石材都取...,,,,,,,,,,
鄭成功觀兵奕棋處,金門縣,3,全齡,24.46269,118.41397,由玉章路牌樓往上行約1.3公里可抵鄭成功觀兵奕棋處，此乃明末鄭成功與幕僚們戰時觀兵運籌、閒來弈棋遣興的地方。該處有一天然岩洞，洞內原有刻上棋盤的古桌椅，但皆已傾毀，現在所見是後來台灣軍方重修。洞旁平台...,,,,,,,,,,
梅園,金門縣,2,全齡,24.46354,118.41671,位於金門太武山「毋忘在莒」勒石旁的梅園，是登臨太武山的重要景點。園區環境清幽，與山林景致相互輝映，四季各有不同風貌，成為遊客休憩拍照的熱門地點。梅園的命名源於1987年，時任將領的蔣緯國先生親筆題寫「...,,,,,,,,,,
頑石點頭勒石群,金門縣,2,全齡,24.46572,118.42186,太武池距海印寺700公尺，為一人工水庫，四周峭壁陡立、樹林環繞，景致秀麗；距池不遠處，可見「頑石點頭」、「其介如石」等勒石群，此處的東向視野十分開闊，為賞日出極佳地點，「太武觀日」美名因此而來。...,,,,,,,,,,
中正紀念林,金門縣,2,全齡,24.44132,118.43009,位於太湖北岸的中正紀念林，是一處融合江南庭園美學與自然山林風貌的靜謐綠地。園區大門仿浙江民居風格打造，亭軒聳立、石牆上設有典雅的漏窗，未入其境，林園意境已悄然從窗櫺間流瀉而出。整座紀念林占地約6公頃，...,,,,,,,,,,
古崗樓,金門縣,2,全齡,24.39427,118.31558,古崗樓建於1964年，是由淡水畫家、修廟專家、古物收藏家莊武男先生負責建築。散步古崗湖湖畔，十分清幽愜意，登上古崗樓頂，俯瞰湖面，天晴時波光粼粼，好一幅湖光山色的美景。古崗樓外有一座花園綠地，經常可見...,,,,,,,,,,
榕園,金門縣,12,全齡,24.44393,118.43201,百年的古榕樹齊聚在太湖北岸，「榕園」的意象油然而生，園區裡的榕樹們大多從幾十年前便在此紮根，生長超越一甲子的氣根粗壯無比，枝葉在天空中蜿蜒繚繞，形成一片又一片廣大的綠傘，提供人們乘涼的好所在，午後相約...,,,,,,,,,,
太武山風景區,金門縣,2,全齡,24.45702,118.40433,太武山位於金門島中央，雖然海拔高度僅有253公尺，但已是金門的最高山。太武山是八二三炮戰重要紀念地，除了可以登高望遠、健行外，山上更充滿人文景觀，像是：毋忘在莒、海印寺，都是金門特色景點。登太武山有四...,,,,,,,,,,
楓香林,金門縣,2,全齡,24.4933,118.44302,楓香樹型優美，四季分明的特色，在適逢生長季節的春、夏時期，新綠的樹葉透著陽光，讓人身處其中感受滿滿生命力，行走其間，陣陣楓香撲鼻，心曠神怡。十一月至一月葉子開始轉黃或變紅，整個林間則透著浪漫，即使冬季...,,,,,,,,,,
榮湖,金門縣,2,全齡,24.48594,118.4116,係截取金沙溪水而成的人工湖，建於1972年，為金門五大湖之一。湖畔遍植防風林，並錯落著小亭、拱橋，其中以紀念哲學大師方東美所建的東美亭及橫跨湖心的虎嘯橋，最為醒目。南岸後水頭有座著名的風獅爺，大眼闊嘴...,,,,,,,,,,
金沙水庫,金門縣,2,全齡,24.48782,118.40784,金沙水庫為金門雁鴨科過冬的棲地之一，每年冬季有為數眾多的赤頸鴨、赤膀鴨、小水鴨、花嘴鴨等鳥類棲息於此，另有數十隻豆雁過境。...,,,,,,,,,,
陽明湖,金門縣,2,全齡,24.45921,118.43176,由鵲山圓環「八二三戰役勝利紀念碑」順著黃海路前進，秋天時沿路的台灣欒樹盛開，非常漂亮；道路的右側可以看到太武山後山紅色的花崗石，就在太武山美麗的山石前方有一座人工湖，名叫「陽明湖」，陽明湖四周林木茂盛...,,,,,,,,,,
蘭湖,金門縣,2,全齡,24.452,118.3829,蘭湖位於小徑村右側，是金門第二大水利工程「蘭林水庫」轉型而來，原為提供瓊林及中蘭一帶灌溉、飲水需要所建，於1968年興建完成，可汲水面積達125公頃。蘭湖湖畔有石道與湖中小島相連接，小島上有一座由碧瓦...,,,,,,,,,,
太湖遊憩區,金門縣,2,全齡,24.43982,118.42629,太湖遊憩區包含太湖、中正紀念林、榕園、俞大維先生紀念館、八二三戰史館等，佔地約45公頃。原名「黃龍水庫」的太湖，為金門最大的人工淡水湖，供應金湖地區的民生用水及農民灌溉水源，廣闊的湖面氣勢雄偉，隨風而...,,,,,,,,,,
慈湖,金門縣,2,全齡,24.46897,118.30675,如果請問金門人欣賞落日的好去處，慈湖絕對能榮登在地首選！慈湖位在金寧鄉，1969年為了戰略考量而興建的慈堤，隔在堤外的是海域，在堤防內的部份就是現在的慈湖了，後來再增建了觀景平台，讓慈湖美景更能受到外...,,,,,,,,,,
雙鯉湖/雙鯉溼地中心,金門縣,2,全齡,24.47639,118.30996,從高處俯瞰湖面，雙鯉的形狀確如兩條環抱的雙鯉，這湖也因此得名雙鯉湖，在晴朗的日子裡，徐徐和風吹起湖面的漣漪，古厝倒影映入水面，是在金門才能看見的幽靜美景。雙鯉湖與慈湖是遊客們喜愛造訪的兩大景區，豐富的...,,,,,,,,,,
陵水湖,金門縣,2,全齡,24.42302,118.22521,陵水湖為烈嶼最大的淡水湖，是由人力開鑿而成，湖畔孕育了豐富的水草資源，因此常有鳥類棲息於此，如：雁鴨、白冠水雞、鸕鶿等冬候鳥，為小金門生態最豐富的湖泊溼地。夏天時，常態便能看見不少的鳥類棲息，綠意遍佈...,,,,,,,,,,
古崗湖風景區,金門縣,1,全齡,24.39595,118.31471,古崗湖風景區位於金城鎮的西南隅，古崗湖是金門目前所剩唯一的一座天然湖泊，四周有梁山、紅山、大帽山以綠意環抱，湖畔低垂的楊柳隨風擺盪，在台灣島上看不到的「戴勝」鳥經常在草坪上覓食，四周也是各種水鳥聚集的...,,,,,,,,,,
莒光湖,金門縣,12,全齡,24.42739,118.31647,說到金門，大家都會想到莒光樓，位於金城鎮南門里，莒光樓附近有個湖，因鄰近莒光樓故稱為莒光湖。莒光湖畔種了一排木棉樹，每當夕陽西照，更增添莒光湖的萬種風情。...,,,,,,,,,,
珠山聚落,金門縣,3,全齡,24.40148,118.32058,珠山位在金門本島的西南方、環島西路起點，這裡是一個薛氏單姓聚落，薛氏祖先在元朝由廈門薛嶺的前來定居，至今已經有650年歷史。清麗的色彩是步入珠山聚落的第一印象，聚落四周高地環繞，中有大潭，呈「四水歸塘...,,,,,,,,,,
水頭聚落,金門縣,1,全齡,24.41147,118.29996,水頭又名金水，位於金城鎮的西南隅，是個以黃姓為主的多姓聚落，早期為金門與廈門之間的交通要點。水頭在過去是相當富有的聚落，保存的閩式建築與洋樓，是全島最多、最精美。得月樓、金水國小、僑鄉文化展示館等建築...,,,,,,,,,,
毋忘在莒,金門縣,8,全齡,24.46364,118.41611,沿著玉章路上太武山於近海印寺之處，就可以抵達由蔣中正總統親頒題字的「毋忘在莒」勒石，用這四個字來激勵戰地軍民，期勉效法戰國時代齊國田單以寡敵眾的精神，努力開創生機。臨崖而立的石刻，高有數十丈，為金門最...,,,,,,,,,,
瓊林民防館,金門縣,1,全齡,24.45514,118.37307,瓊林村是在抗戰中其中一個協助軍方作戰的村落，因此連村辦公室都是作戰指揮中心的一部份，戰爭結束後，後人抱持者紀念以及讓民眾更暸解當年戰爭留下的歷史，因而建造了瓊林戰役展示館。 展示館內有一有一個總長度1...,,,,,,,,,,
八二三戰役勝利紀念碑,金門縣,3,全齡,24.46479,118.43669,"1958年8月23日，震驚世界的「823砲戰」展開了。當日下午六時三十分，中國人民解放軍集中各型火砲342門，向金門地區作地毯式濫射，頓時彈如雨下，塵土飛揚，兩個小時內連續發射了57,500餘發砲彈。...",,,,,,,,,,
湖井頭戰史館,金門縣,1,全齡,24.44662,118.23105,內政部國家公園署金門國家公園管理處為辦理湖井頭戰史館整修工程，將自115年3月2日起閉館整修，預計於115年7月底開放；後續將視工程進度公告重新開放時間，造成不便之處，敬請各界見諒。湖井頭位於烈嶼西北...,,,,,,,,,,
古寧頭牌樓,金門縣,3,全齡,24.47652,118.31542,位於頂林路往環島西路路段的古寧頭牌樓，象徵著古寧頭戰役時，戰士英勇善戰守護人民的意象，這座牌樓除了提醒世人戰爭的殘酷外，也讓後人能藉此紀念先烈，緬懷逝去的戰士們。...,,,,,,,,,,
八達樓子,金門縣,3,全齡,24.42998,118.24573,著名景點八達樓子，在烈嶼九井路與八青路交會的圓環，是一座仿城堡式的建築，高約數十丈，樓頂上塑有7位分據四方成備戰姿態，手握手榴彈或機關槍的英勇戰士雕像，這是為了紀念1933年抗日戰爭中，駐守在長城古北...,,,,,,,,,,
勝利門,金門縣,3,全齡,24.42699,118.25866,勝利門是一座醒目的白色圓拱型建築，坐落於小金門湖下村路口，是遊客在烈嶼的重要視覺地標。這座紀念門原址曾設有砲彈造型的「八二三抗戰紀念碑」，為紀念1958年八二三砲戰中，國軍面對敵軍26萬餘發砲彈的猛烈...,,,,,,,,,,
八二三砲戰勝利紀念碑,金門縣,3,全齡,24.42702,118.25887,位於小金門湖下村入口的「八二三砲戰勝利紀念碑」，是一座象徵前線軍民不屈精神的重要地標。紀念碑本體為一顆巨大砲彈，塗有綠白相間的軍事塗裝，聳立於圓形基座之上，砲彈上刻有金色「八二三砲戰勝利紀念碑」字樣，...,,,,,,,,,,
俞大維先生紀念館,金門縣,1,全齡,24.44304,118.43153,俞大維紀念館，外觀以典雅的灰磚搭配綠瓦建造而成，搭配屋外綠蔭的美景，相當優雅怡然。走入館內，迎面而來的便是俞大維先生的半身雕像，「經文緯武奇男子，特立獨行大丈夫」對聯將其性格清楚描述，是位「文武雙全」...,,,,,,,,,,
乳山故壘,金門縣,1,全齡,24.43711,118.35248,乳山故壘與中山紀念林相連，經由國家公園整建活化，將原有的軍事設施轉化為具教育與觀光價值的歷史景點。園區保留了當年駐軍的防禦工事，重現金門戰地歲月的真實風貌。走入林間步道，映入眼簾的是隱身在木麻黃林中的...,,,,,,,,,,
